sr_sample_accession,sr_run_accession,refseq_sample,refseq_gcf_accession,duplicate_removed,in_bakrep_sheet,in_assembly_scan,bakrep_FINAL,bakrep_instrument_platform,bakrep_gtdbtk_species,bakrep_checkm2_completeness,bakrep_checkm2_contamination,bakrep_study_accession,kleborate_species,kleborate_species_match,kleborate_contig_count,kleborate_N50
SAMN10353651,SRR12072215,GCF_011066505.1_ASM1106650v1_genomic,GCF_011066505.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.49,PRJNA503173,Klebsiella pneumoniae,strong,173,126944
SAMN36766249,SRR26465408,GCF_038431215.1_ASM3843121v1_genomic,GCF_038431215.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.16,PRJNA1000275,Klebsiella pneumoniae,strong,84,367300
SAMEA5128439,ERR2929693,GCF_900622625.1_03-311-0071_genomic,GCF_900622625.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella variicola,100.0,0.09,PRJEB29928,Klebsiella variicola subsp. variicola,strong,67,265842
SAMN48185755,SRR33346701,GCF_051612005.1_ASM5161200v1_genomic,GCF_051612005.1,False,False,False,,,,,,,,,,
SAMN39998268,SRR28015247,GCF_036713735.1_ASM3671373v2_genomic,GCF_036713735.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,95,375903
SAMN41407425,SRR29042786,GCF_039653425.1_ASM3965342v2_genomic,GCF_039653425.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,2.49,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,254,194336
SAMN28626241,SRR19372373,GCF_041861095.1_ASM4186109v1_genomic,GCF_041861095.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA835677,Klebsiella pneumoniae,strong,101,304114
SAMEA4608428,ERR3403037,GCF_902166475.1_25964_2_100_genomic,GCF_902166475.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,36.34,PRJEB22252,Klebsiella pneumoniae,strong,197,160057
SAMN02786855,SRR1501128,GCF_000714675.1_ASM71467v1_genomic,GCF_000714675.1,False,True,True,False,PACBIO_SMRT || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT || LS454,Klebsiella pneumoniae,100.0,0.17,PRJNA173233,Klebsiella pneumoniae,strong,175,203890
SAMN04014950,SRR3112344,GCF_003571705.1_ASM357170v1_genomic,GCF_003571705.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,99.99,0.32,PRJNA292904,Klebsiella pneumoniae,strong,183,131181
SAMEA104694438,ERR3403247,GCF_902166635.1_25964_2_312_genomic,GCF_902166635.1,False,False,True,,,,,,,Klebsiella pneumoniae,strong,153,222918
SAMEA115720045,ERR13253011,GCF_964198655.1_Zagreb043_hybrid_assembly.fa.gz_genomic,GCF_964198655.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.56,PRJEB76496,Klebsiella pneumoniae,strong,128,203920
SAMN29499315,SRR19977207,GCF_024227055.1_ASM2422705v1_genomic,GCF_024227055.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.02,PRJNA855630,Klebsiella pneumoniae,strong,151,197220
SAMN15907158,SRR12519100,GCF_028872175.1_ASM2887217v1_genomic,GCF_028872175.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA288601,Klebsiella pneumoniae,strong,195,147371
SAMN26195979,SRR26937768,GCF_022453785.1_ASM2245378v1_genomic,GCF_022453785.1,False,False,False,,,,,,,,,,
SAMEA4724625,ERR2631532,GCF_019797985.1_ASM1979798v1_genomic,GCF_019797985.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJEB27256,Klebsiella pneumoniae,strong,89,215922
SAMEA104567405,ERR3402572,GCF_902164625.1_25426_7_12_genomic,GCF_902164625.1,False,False,True,,,,,,,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,91,789162
SAMEA115720035,ERR13253001,GCF_964198795.1_Zagreb032_hybrid_assembly.fa.gz_genomic,GCF_964198795.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,135,218025
SAMEA115720022,ERR13252988,GCF_964198905.1_Zagreb019_hybrid_assembly.fa.gz_genomic,GCF_964198905.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,125,189667
SAMEA115720016,ERR13252982,GCF_964198865.1_Zagreb013_hybrid_assembly.fa.gz_genomic,GCF_964198865.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.62,PRJEB76496,Klebsiella pneumoniae,strong,187,214727
SAMD00502020,DRR390524,GCF_045862455.1_ASM4586245v1_genomic,GCF_045862455.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJDB10842,Klebsiella pneumoniae,strong,141,323363
SAMN28626258,SRR19372466,GCF_041861065.1_ASM4186106v1_genomic,GCF_041861065.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.09,PRJNA835677,Klebsiella variicola subsp. variicola,strong,106,318391
SAMEA115720011,ERR13252977,GCF_964198835.1_Zagreb008_hybrid_assembly.fa.gz_genomic,GCF_964198835.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.62,PRJEB76496,Klebsiella pneumoniae,strong,101,231638
SAMN28626246,SRR19372367,GCF_041861075.1_ASM4186107v1_genomic,GCF_041861075.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA835677,Klebsiella pneumoniae,strong,158,264364
SAMEA8550523,ERR5696865,GCF_025920785.1_ASM2592078v1_genomic,GCF_025920785.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.72,PRJEB36392,Klebsiella pneumoniae,strong,103,179709
SAMEA115720008,ERR13252974,GCF_964199015.1_Zagreb005_hybrid_assembly.fa.gz_genomic,GCF_964199015.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.9,PRJEB76496,Klebsiella pneumoniae,strong,229,211092
SAMN01057611,SRR1505904,GCF_000281535.2_ASM28153v2_genomic,GCF_000281535.2,False,True,True,False,LS454 || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT || LS454 || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.08,PRJNA73191,Klebsiella pneumoniae,strong,174,215542
SAMEA115720004,ERR13252970,GCF_964198965.1_Zagreb001_hybrid_assembly.fa.gz_genomic,GCF_964198965.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,1.31,PRJEB76496,Klebsiella pneumoniae,strong,216,215316
SAMEA5128437,ERR2929690,GCF_900622605.1_AJ218_genomic,GCF_900622605.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJEB29928,Klebsiella pneumoniae,strong,142,199372
SAMN32676069,SRR23048648,GCF_041861305.1_ASM4186130v1_genomic,GCF_041861305.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,5.73,PRJNA922900,Klebsiella pneumoniae,strong,422,367534
SAMN32676061,SRR23048658,GCF_041861345.1_ASM4186134v1_genomic,GCF_041861345.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA922900,Klebsiella pneumoniae,strong,81,473422
SAMN46862817,SRR32370170,GCF_053078505.1_ASM5307850v1_genomic,GCF_053078505.1,False,False,False,,,,,,,,,,
SAMEA115720018,ERR13252984,GCF_964198685.1_Zagreb015_hybrid_assembly.fa.gz_genomic,GCF_964198685.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.55,PRJEB76496,Klebsiella pneumoniae,strong,139,218024
SAMN10390469,SRR8175017,GCF_011065365.1_ASM1106536v1_genomic,GCF_011065365.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA503964,Klebsiella pneumoniae,strong,65,413734
SAMN17766480,SRR18543828,GCF_022789585.2_KGMAR-2019-1766_genomic,GCF_022789585.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA591480,Klebsiella pneumoniae,strong,214,338538
SAMN32676095,SRR23048620,GCF_041861245.1_ASM4186124v1_genomic,GCF_041861245.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA922900,Klebsiella pneumoniae,strong,72,456134
SAMN42392493,SRR29859783,GCF_045348705.1_ASM4534870v1_genomic,GCF_045348705.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.02,PRJNA1134078,Klebsiella pneumoniae,strong,146,471121
SAMN35719108,SRR28820084,GCF_030286285.1_ASM3028628v1_genomic,GCF_030286285.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella quasipneumoniae,100.0,0.05,PRJNA983061,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,104,501170
SAMN36766250,SRR26465407,GCF_038430715.1_ASM3843071v1_genomic,GCF_038430715.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella quasipneumoniae,100.0,0.19,PRJNA1000275,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,135,176853
SAMEA115720007,ERR13252973,GCF_964199035.1_Zagreb004_hybrid_assembly.fa.gz_genomic,GCF_964199035.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.86,PRJEB76496,Klebsiella pneumoniae,strong,240,214727
SAMEA7082335,ERR4372644,GCF_903993155.2_AI2775v1_cp_genomic,GCF_903993155.2,False,False,False,,,,,,,,,,
SAMEA115720048,ERR13253014,GCF_964198765.1_Zagreb046_hybrid_assembly.fa.gz_genomic,GCF_964198765.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.54,PRJEB76496,Klebsiella pneumoniae,strong,135,218025
SAMN22551388,SRR16572850,GCF_021952745.1_ASM2195274v1_genomic,GCF_021952745.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA774102,Klebsiella pneumoniae,strong,97,320611
SAMN05193406,SRR17172564,GCF_001718115.2_ASM171811v2_genomic,GCF_001718115.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.15,PRJNA323981,Klebsiella pneumoniae,strong,95,203931
SAMN46862824,SRR32370162,GCF_053078455.1_ASM5307845v1_genomic,GCF_053078455.1,False,False,False,,,,,,,,,,
SAMN41094958,SRR28816065,GCF_038630195.1_ASM3863019v2_genomic,GCF_038630195.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,116,297769
SAMEA115720005,ERR13252971,GCF_964199135.1_Zagreb002_hybrid_assembly.fa.gz_genomic,GCF_964199135.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.62,PRJEB76496,Klebsiella pneumoniae,strong,172,238323
SAMEA7082329,ERR4372620,GCF_903993175.2_AI2769v1_cp_genomic,GCF_903993175.2,False,False,False,,,,,,,,,,
SAMN47788347,SRR32985670,GCF_053346535.1_ASM5334653v1_genomic,GCF_053346535.1,False,False,False,,,,,,,,,,
SAMEA115720010,ERR13252976,GCF_964199025.1_Zagreb007_hybrid_assembly.fa.gz_genomic,GCF_964199025.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,140,217923
SAMN36766228,SRR26465493,GCF_049617375.1_ASM4961737v1_genomic,GCF_049617375.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.65,PRJNA1000275,Klebsiella pneumoniae,strong,121,299478
SAMN15148755,SRR11949012,GCF_013724605.1_ASM1372460v1_genomic,GCF_013724605.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.74,PRJNA605147,Klebsiella pneumoniae,strong,180,248401
SAMN11506065,SRR9333752,GCF_014189265.1_ASM1418926v1_genomic,GCF_014189265.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.09,PRJNA534306,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,119,121943
SAMN39334914,SRR27482355,GCF_035557175.1_ASM3555717v2_genomic,GCF_035557175.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.26,PRJNA288601 || PRJNA812595,Klebsiella pneumoniae,strong,143,182601
SAMEA104694444,ERR3403256,GCF_902166705.1_25964_2_321_genomic,GCF_902166705.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,81.94,PRJEB22252,Klebsiella pneumoniae,strong,130,332972
SAMN17766502,SRR18543853,GCF_022789205.2_ASM2278920v2_genomic,GCF_022789205.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.62,PRJNA591480,Klebsiella pneumoniae,strong,355,197347
SAMN36766253,SRR26465404,GCF_038430245.1_ASM3843024v1_genomic,GCF_038430245.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.16,PRJNA1000275,Klebsiella pneumoniae,strong,165,333305
SAMEA8948756,ERR6293512,GCF_041941425.1_ASM4194142v1_genomic,GCF_041941425.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.71,PRJEB27256,Klebsiella pneumoniae,strong,193,211159
SAMN46862813,SRR32370174,GCF_053078535.1_ASM5307853v1_genomic,GCF_053078535.1,False,False,False,,,,,,,,,,
SAMN46862818,SRR32370169,GCF_053078495.1_ASM5307849v1_genomic,GCF_053078495.1,False,False,False,,,,,,,,,,
SAMN36766251,SRR26465406,GCF_038430465.1_ASM3843046v1_genomic,GCF_038430465.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.3,PRJNA1000275,Klebsiella pneumoniae,strong,148,166554
SAMEA115720009,ERR13252975,GCF_964198845.1_Zagreb006_hybrid_assembly.fa.gz_genomic,GCF_964198845.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.58,PRJEB76496,Klebsiella pneumoniae,strong,139,258791
SAMN46862825,SRR32370161,GCF_053078445.1_ASM5307844v1_genomic,GCF_053078445.1,False,False,False,,,,,,,,,,
SAMN32676144,SRR23048567,GCF_041861105.1_ASM4186110v1_genomic,GCF_041861105.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA922900,Klebsiella pneumoniae,strong,80,335758
SAMN46862821,SRR32370165,GCF_053078475.1_ASM5307847v1_genomic,GCF_053078475.1,False,False,False,,,,,,,,,,
SAMEA7082325,ERR4372604,GCF_903993025.2_AI2766v1_cp_genomic,GCF_903993025.2,False,False,False,,,,,,,,,,
SAMN03657213,SRR2033747,GCF_003031505.1_ASM303150v1_genomic,GCF_003031505.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA278886,Klebsiella pneumoniae,strong,135,182885
SAMN46862828,SRR32370158,GCF_053078415.1_ASM5307841v1_genomic,GCF_053078415.1,False,False,False,,,,,,,,,,
SAMEA115720006,ERR13252972,GCF_964199045.1_Zagreb003_hybrid_assembly.fa.gz_genomic,GCF_964199045.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.92,PRJEB76496,Klebsiella pneumoniae,strong,194,214727
SAMN49815547,SRR34410538,GCF_051561525.1_ASM5156152v1_genomic,GCF_051561525.1,False,False,False,,,,,,,,,,
SAMN30838366,SRR21554138,GCF_026967715.1_ASM2696771v1_genomic,GCF_026967715.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.03,PRJNA288601,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,112,353203
SAMN32676118,SRR23048595,GCF_041861195.1_ASM4186119v1_genomic,GCF_041861195.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA922900,Klebsiella pneumoniae,strong,90,421158
SAMN28626263,SRR19372461,GCF_041861055.1_ASM4186105v1_genomic,GCF_041861055.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJNA835677,Klebsiella pneumoniae,strong,161,340027
SAMEA115720038,ERR13253004,GCF_964198995.1_Zagreb035_hybrid_assembly.fa.gz_genomic,GCF_964198995.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.28,PRJEB76496,Klebsiella pneumoniae,strong,127,289365
SAMN11506050,SRR9333806,GCF_014189245.1_ASM1418924v1_genomic,GCF_014189245.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.07,PRJNA534306,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,98,292326
SAMN17766463,SRR18543872,GCF_022789885.2_KGMAR-2019-400-2_genomic,GCF_022789885.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA591480,Klebsiella pneumoniae,strong,116,356639
SAMN36766255,SRR26465402,GCF_038430125.1_ASM3843012v1_genomic,GCF_038430125.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.41,PRJNA1000275,Klebsiella pneumoniae,strong,209,176131
SAMEA115720014,ERR13252980,GCF_964198855.1_Zagreb011_hybrid_assembly.fa.gz_genomic,GCF_964198855.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJEB76496,Klebsiella pneumoniae,strong,155,166861
SAMN46862823,SRR32370163,GCF_053078465.1_ASM5307846v1_genomic,GCF_053078465.1,False,False,False,,,,,,,,,,
SAMN46862812,SRR32370175,GCF_053078545.1_ASM5307854v1_genomic,GCF_053078545.1,False,False,False,,,,,,,,,,
SAMN22551386,SRR16572839,GCF_021952765.1_ASM2195276v1_genomic,GCF_021952765.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.07,PRJNA774102,Klebsiella pneumoniae,strong,118,233230
SAMN10343201,SRR8130747,GCF_003790485.1_ASM379048v1_genomic,GCF_003790485.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.1,PRJNA477005,Klebsiella pneumoniae,strong,119,370681
SAMEA115720040,ERR13253006,GCF_964198885.1_Zagreb037_hybrid_assembly.fa.gz_genomic,GCF_964198885.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.92,PRJEB76496,Klebsiella pneumoniae,strong,201,207866
SAMN36766227,SRR26465494,GCF_049617425.1_ASM4961742v1_genomic,GCF_049617425.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA1000275,Klebsiella pneumoniae,strong,114,269406
SAMEA115720049,ERR13253015,GCF_964199145.1_Zagreb047_hybrid_assembly.fa.gz_genomic,GCF_964199145.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.6,PRJEB76496,Klebsiella pneumoniae,strong,156,238324
SAMN18313885,SRR13965555,GCF_030272075.1_ASM3027207v1_genomic,GCF_030272075.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.37,PRJNA288601,Klebsiella pneumoniae,strong,92,218915
SAMN04448229,SRR3221674,GCF_001709275.1_ASM170927v1_genomic,GCF_001709275.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA296771,Klebsiella pneumoniae,strong,136,200448
SAMN46862833,SRR32370152,GCF_053078385.1_ASM5307838v1_genomic,GCF_053078385.1,False,False,False,,,,,,,,,,
SAMN46862829,SRR32370157,GCF_053078405.1_ASM5307840v1_genomic,GCF_053078405.1,False,False,False,,,,,,,,,,
SAMN23286210,SRR16977044,GCF_021228835.1_ASM2122883v1_genomic,GCF_021228835.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.23,PRJNA674961,Klebsiella variicola subsp. variicola,strong,115,293133
SAMEA115720025,ERR13252991,GCF_964198825.1_Zagreb022_hybrid_assembly.fa.gz_genomic,GCF_964198825.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.54,PRJEB76496,Klebsiella pneumoniae,strong,129,190902
SAMN46862835,SRR32370146,GCF_053078365.1_ASM5307836v1_genomic,GCF_053078365.1,False,False,False,,,,,,,,,,
SAMN46862815,SRR32370172,GCF_053078515.1_ASM5307851v1_genomic,GCF_053078515.1,False,False,False,,,,,,,,,,
SAMN36766254,SRR26465403,GCF_038430215.1_ASM3843021v1_genomic,GCF_038430215.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.41,PRJNA1000275,Klebsiella pneumoniae,strong,105,367340
SAMN03024590,SRR1582875,GCF_001022175.1_ASM102217v1_genomic,GCF_001022175.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA246471,Klebsiella pneumoniae,strong,192,125670
SAMN38049404,SRR26595506,GCF_040735625.1_ASM4073562v1_genomic,GCF_040735625.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.06,PRJNA1034027,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,97,105669
SAMN46778009,SRR32399096,GCF_051414835.1_KpMVS1_genomic,GCF_051414835.1,False,False,False,,,,,,,,,,
SAMN31029729,SRR21721506,GCF_029581535.1_ASM2958153v1_genomic,GCF_029581535.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJNA561493,Klebsiella pneumoniae,strong,238,155534
SAMN10390475,SRR8175002,GCF_011065385.1_ASM1106538v1_genomic,GCF_011065385.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.29,PRJNA503964,Klebsiella pneumoniae,strong,87,329755
SAMN13161584,SRR10368383,GCF_009601745.1_ASM960174v1_genomic,GCF_009601745.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.27,PRJNA449090,Klebsiella pneumoniae,strong,154,117337
SAMN46862834,SRR32370151,GCF_053078375.1_ASM5307837v1_genomic,GCF_053078375.1,False,False,False,,,,,,,,,,
SAMN46862814,SRR32370173,GCF_053078525.1_ASM5307852v1_genomic,GCF_053078525.1,False,False,False,,,,,,,,,,
SAMN36766226,SRR26465495,GCF_049617935.1_ASM4961793v1_genomic,GCF_049617935.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.22,PRJNA1000275,Klebsiella pneumoniae,strong,145,349272
SAMEA116056800,ERR13695577,GCF_964271365.1_18535_hybrid_assembly_genomic,GCF_964271365.1,False,False,False,,,,,,,,,,
SAMEA1920840,ERR303230,GCF_900069965.1_KPN_RH201207_genomic,GCF_900069965.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.08,PRJEB1730,Klebsiella pneumoniae,strong,152,211312
SAMN42392497,SRR29859779,GCF_045348725.1_ASM4534872v1_genomic,GCF_045348725.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA1134078,Klebsiella pneumoniae,strong,96,307835
SAMN46862820,SRR32370167,GCF_053078485.1_ASM5307848v1_genomic,GCF_053078485.1,False,False,False,,,,,,,,,,
SAMN38049405,SRR26595505,GCF_040735615.1_ASM4073561v1_genomic,GCF_040735615.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA1034027,Klebsiella pneumoniae,strong,355,38333
SAMN32542161,SRR22955926,GCF_028583665.1_ASM2858366v1_genomic,GCF_028583665.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.05,PRJNA917544,Klebsiella pneumoniae,strong,137,157950
SAMEA116056799,ERR13695576,GCF_964271355.1_18473_hybrid_assembly_genomic,GCF_964271355.1,False,False,False,,,,,,,,,,
SAMN42392490,SRR29859739,GCF_045348675.1_ASM4534867v1_genomic,GCF_045348675.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.22,PRJNA1134078,Klebsiella pneumoniae,strong,128,330556
SAMN08133261,SRR6348596,GCF_002833425.1_ASM283342v1_genomic,GCF_002833425.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA420753,Klebsiella pneumoniae,strong,168,110850
SAMN18878040,SRR14338897,GCF_018283575.2_ASM1828357v2_genomic,GCF_018283575.2,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.83,PRJNA269675,Klebsiella pneumoniae,strong,207,122172
SAMEA8948743,ERR6293499,GCF_041941435.1_ASM4194143v1_genomic,GCF_041941435.1,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,1.27,PRJEB27256,Klebsiella variicola subsp. variicola,strong,220,74516
