ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_964198785.1	GCA_964198785.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763703	5	5328308	1	5	5328308	1	142.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198785
GCF_964198685.1	GCA_964198685.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763702	5	5328307	1	5	5328307	1	218.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198685
GCF_964198975.1	GCA_964198975.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763612	5	5328217	1	5	5328217	1	102.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198975
GCF_964198625.1	GCA_964198625.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5774191	8	5328216	1	8	5328216	1	113.0	57.0	8	98.33	1.18	OK	species_match	GCF_964198625
GCF_964198845.1	GCA_964198845.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763611	5	5328216	1	5	5328216	1	165.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198845
GCF_964198945.1	GCA_964198945.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763611	5	5328216	1	5	5328216	1	78.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198945
GCF_964198935.1	GCA_964198935.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763610	5	5328215	1	5	5328215	1	118.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198935
GCF_964198815.1	GCA_964198815.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763586	5	5328191	1	5	5328191	1	235.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198815
GCF_964198795.1	GCA_964198795.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763585	5	5328190	1	5	5328190	1	78.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198795
GCF_964199025.1	GCA_964199025.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763585	5	5328190	1	5	5328190	1	169.0	57.0	5	98.33	1.18	OK	species_match	GCF_964199025
GCF_964198725.1	GCA_964198725.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763096	5	5327701	1	5	5327701	1	96.0	57.0	5	98.33	1.18	OK	species_match	GCF_964198725
GCF_904866425.1	GCA_904866425.1	Complete Genome	current	MinION	Unicycler			5565136	4	5318175	1	4	5318175	1	62.0	57.0	4	99.07	0.59	OK	derived_species_match	GCF_904866425
GCF_904865675.1	GCA_904865675.1	Complete Genome	current	MinION	Unicycler			5570307	2	5300439	1	2	5300439	1	59.0	57.0	2	99.04	0.52			GCF_904865675
GCF_928375965.1	GCA_928375965.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588326	5	5300365	1	5	5300365	1	230.0	57.5	5	98.03	1.18	OK	derived_species_match	GCF_928375965
GCF_928375135.1	GCA_928375135.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588444	5	5300255	1	5	5300255	1	306.0	57.5	5	98.0	1.18	OK	derived_species_match	GCF_928375135
GCF_928376025.1	GCA_928376025.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5588409	5	5300217	1	5	5300217	1	161.0	57.5	5	98.03	1.18	OK	derived_species_match	GCF_928376025
GCF_904865785.1	GCA_904865785.1	Complete Genome	current	MinION	Unicycler			5740875	7	5297128	1	7	5297128	1	61.0	57.0	7	98.94	1.35	OK	derived_species_match	GCF_904865785
GCF_904866535.1	GCA_904866535.1	Complete Genome	current	MinION	Unicycler			5512441	3	5293884	1	3	5293884	1	128.0	57.0	3	99.01	0.69	OK	derived_species_match	GCF_904866535
GCF_964199065.1	GCA_964199065.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5728200	5	5291481	1	5	5291481	1	236.0	57.0	5	98.33	1.18	OK	species_match	GCF_964199065
GCF_964198735.1	GCA_964198735.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5627407	7	5286907	1	7	5286907	1	142.0	57.0	7	98.43	0.5	OK	derived_species_match	GCF_964198735
GCF_964198765.1	GCA_964198765.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5721287	10	5286125	1	10	5286125	1	91.0	57.0	10	97.55	1.18	OK	species_match	GCF_964198765
GCF_904866415.1	GCA_904866415.1	Complete Genome	current	MinION	Unicycler			5465642	5	5284550	1	5	5284550	1	51.0	57.0	5	98.95	0.4			GCF_904866415
GCF_964198835.1	GCA_964198835.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5539867	5	5280661	1	5	5280661	1	229.0	57.0	5	98.33	0.89	OK	species_match	GCF_964198835
GCF_904866475.1	GCA_904866475.1	Complete Genome	current	MinION	Unicycler			5602540	4	5276668	1	4	5276668	1	48.0	57.0	4	98.81	1.69	OK	derived_species_match	GCF_904866475
GCF_904866255.1	GCA_904866255.1	Complete Genome	current	MinION	Unicycler			5576053	3	5271210	1	3	5271210	1	58.0	57.0	3	99.04	0.51			GCF_904866255
GCF_904866295.1	GCA_904866295.1	Complete Genome	current	MinION	Unicycler			5505066	4	5267503	1	4	5267503	1	62.0	57.5	4	98.72	1.31			GCF_904866295
GCF_904866205.1	GCA_904866205.1	Complete Genome	current	MinION	Unicycler			5404716	4	5267448	1	4	5267448	1	54.0	57.5	4	99.01	0.62	OK	species_match	GCF_904866205
GCF_904865805.1	GCA_904865805.1	Complete Genome	current	MinION	Unicycler			5435996	2	5249355	1	2	5249355	1	55.0	57.0	2	99.07	1.64	OK	derived_species_match	GCF_904865805
GCF_904865765.1	GCA_904865765.1	Complete Genome	current	MinION	Unicycler			5483435	5	5245542	1	5	5245542	1	139.0	57.5	5	98.55	1.63	OK	species_match	GCF_904865765
GCF_964198995.1	GCA_964198995.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5536191	9	5245236	1	9	5245236	1	129.0	57.5	9	99.07	1.11	OK	derived_species_match	GCF_964198995
GCF_904866375.1	GCA_904866375.1	Complete Genome	current	MinION	Unicycler			5477008	3	5238074	1	3	5238074	1	61.0	57.0	3	99.07	0.34	OK	derived_species_match	GCF_904866375
GCF_964198775.1	GCA_964198775.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5763850	7	5236011	1	7	5236011	1	124.0	57.0	7	98.33	1.18	OK	species_match	GCF_964198775
GCF_904866555.1	GCA_904866555.1	Complete Genome	current	MinION	Unicycler			5646982	9	5232790	1	9	5232790	1	53.0	57.0	9	97.85	2.0			GCF_904866555
GCF_904865825.1	GCA_904865825.1	Complete Genome	current	MinION	Unicycler			5251512	7	5231789	1	7	5231789	1	66.0	57.5	7	97.46	1.45	OK	species_match	GCF_904865825
GCF_904866485.1	GCA_904866485.1	Complete Genome	current	MinION	Unicycler			5555092	4	5230117	1	4	5230117	1	98.0	57.0	4	98.55	1.66	OK	species_match	GCF_904866485
GCF_904865795.1	GCA_904865795.1	Complete Genome	current	MinION	Unicycler			5536724	6	5228900	1	6	5228900	1	135.0	57.5	6	98.55	1.63	OK	species_match	GCF_904865795
GCF_904865845.1	GCA_904865845.1	Complete Genome	current	MinION	Unicycler			5536720	6	5228896	1	6	5228896	1	119.0	57.5	6	98.51	1.63			GCF_904865845
GCF_904866195.1	GCA_904866195.1	Complete Genome	current	MinION	Unicycler			5676080	5	5228889	1	5	5228889	1	40.0	57.0	5	98.55	1.7	OK	species_match	GCF_904866195
GCF_904866315.1	GCA_904866315.1	Complete Genome	current	MinION	Unicycler			5319043	5	5222404	1	5	5222404	1	59.0	57.5	5	99.04	0.49			GCF_904866315
GCF_904866505.1	GCA_904866505.1	Complete Genome	current	MinION	Unicycler			5796044	5	5220279	1	5	5220279	1	100.0	56.5	5	97.71	1.55	OK	derived_species_match	GCF_904866505
GCF_904865745.1	GCA_904865745.1	Complete Genome	current	MinION	Unicycler			5366043	2	5206451	1	2	5206451	1	77.0	57.5	2	98.78	0.84			GCF_904865745
GCF_964198705.1	GCA_964198705.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5898602	9	5193975	1	9	5193975	1	131.0	56.5	9	98.99	0.96	OK	derived_species_match	GCF_964198705
GCF_904866465.1	GCA_904866465.1	Complete Genome	current	MinION	Unicycler			5377865	3	5185430	1	3	5185430	1	61.0	57.5	3	99.04	1.83			GCF_904866465
GCF_904866355.1	GCA_904866355.1	Complete Genome	current	MinION	Unicycler			5425738	5	5183290	1	5	5183290	1	42.0	57.5	5	98.81	0.45	OK	derived_species_match	GCF_904866355
GCF_904866435.1	GCA_904866435.1	Complete Genome	current	MinION	Unicycler			5414724	2	5181281	1	2	5181281	1	71.0	57.5	2	99.04	1.0			GCF_904866435
GCF_904865735.1	GCA_904865735.1	Complete Genome	current	MinION	Unicycler			5447948	4	5119445	1	4	5119445	1	70.0	57.5	4	98.6	1.15			GCF_904865735
GCF_904866285.1	GCA_904866285.1	Complete Genome	current	MinION	Unicycler			5444434	3	5119445	1	3	5119445	1	60.0	57.5	3	98.6	1.15			GCF_904866285
GCF_904866395.1	GCA_904866395.1	Complete Genome	current	MinION	Unicycler			5357440	10	5095788	1	10	5095788	1	68.0	57.0	10	97.09	1.34			GCF_904866395
GCF_928371855.1	GCA_928371855.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5764497	9	5338793	1	9	5338793	1	273.0	57.5	9	98.44	0.45	OK	derived_species_match	GCF_928371855
GCF_928376045.1	GCA_928376045.1	Complete Genome	current	Illumina MiSeq,MinION	Unicycler v0.4.7			5765050	13	5337773	1	13	5337773	1	185.0	57.5	13	97.23	0.88	OK	derived_species_match	GCF_928376045
GCF_905331345.2	GCA_905331345.2	Complete Genome	current	Illumina, ONT	unicycler			5311351	4	5123431	1	4	5123431	1	229.0	58.0	4	99.08	0.33	OK	derived_species_match	GCF_905331345
GCF_905335825.2	GCA_905335825.2	Complete Genome	current	Illumina, ONT	unicycler			5785568	4	5442973	1	4	5442973	1	105.0	57.0	4	99.51	0.69	OK	species_match	GCF_905335825
GCF_905477585.1	GCA_905477585.1	Chromosome	current	Oxford Nanopore Technologies GridION, Illumina MiSeq	Unicycler v0.4.7			5848895	35	5475789	1	35	5475789	1	400.0	57.0	4	98.87	0.28	OK	derived_species_match	GCF_905477585
GCF_965244935.1	GCA_965244935.1	Complete Genome	current	Pacbio SEQUEL II	canu 2.1			5668424	2	5490298	1	2	5490298	1	15.0	57.0	2	99.07	1.27	OK	derived_species_match	GCF_965244935
GCF_964199145.1	GCA_964199145.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5940586	7	5355315	1	7	5355315	1	133.0	56.5	7	97.74	0.61	OK	derived_species_match	GCF_964199145
GCF_964199135.1	GCA_964199135.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5929528	7	5346944	1	7	5346944	1	157.0	56.5	7	97.77	0.61	OK	derived_species_match	GCF_964199135
GCF_977019125.1	GCA_977019125.2	Complete Genome	current	Hybrid	Trycycler			5605769	5	5337756	1	5	5337756	1	100.0	57.0	5	98.03	0.82	OK	derived_species_match	GCF_977019125
GCF_964199095.1	GCA_964199095.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5767010	5	5331615	1	5	5331615	1	202.0	57.0	5	98.33	1.18	OK	species_match	GCF_964199095
GCF_964199115.1	GCA_964199115.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5740877	5	5328306	1	5	5328306	1	254.0	57.0	5	98.33	1.18	OK	species_match	GCF_964199115
GCF_964199125.1	GCA_964199125.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5818769	6	5327558	1	6	5327558	1	142.0	57.0	6	98.33	1.18	OK	species_match	GCF_964199125
GCF_965282925.1	GCA_965282925.1	Complete Genome	current	ILLUMINA, OXFORD_NANOPORE	Trycycler			5504419	3	5291351	1	3	5291351	1	50.0	57.5	3	98.2	0.19	OK	derived_species_match	GCF_965282925
GCF_977019965.1	GCA_977019965.2	Complete Genome	current	Hybrid	Trycycler			5424902	4	5273538	1	4	5273538	1	100.0	57.5	4	98.03	0.99	OK	derived_species_match	GCF_977019965
GCF_965283175.2	GCA_965283175.2	Complete Genome	current	ILLUMINA, OXFORD_NANOPORE	Trycycler			5532301	6	5218730	1	6	5218730	1	50.0	57.0	6	98.64	1.74	OK	derived_species_match	GCF_965283175
GCF_964199105.1	GCA_964199105.1	Complete Genome	current	ONT GridION,Illumina MiSeq	unicycler v0.5.0			5257699	2	5162711	1	2	5162711	1	169.0	57.5	2	98.76	0.31	OK	derived_species_match	GCF_964199105
GCF_964271355.1	GCA_964271355.1	Complete Genome	current	ONT GridION,Illumina MiSeq	Plassembler v1.6.2			5830667	9	3776135	1	9	3776135	1	17.0	57.0	9	98.37	0.88	OK	derived_species_match	GCF_964271355
GCF_964271365.1	GCA_964271365.1	Complete Genome	current	ONT GridION,Illumina MiSeq	Plassembler v1.6.2			5920914	8	3589510	1	8	3589510	1	22.0	57.0	8	98.51	0.33	OK	derived_species_match	GCF_964271365
GCA_041857195.1	GCF_041857195.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5593154	6	5498474	1	6	5498474	1	177	57.0	6	98.55	1.42	OK	species_match	GCA_041857195
GCA_041840975.1	GCF_041840975.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5700092	3	5471840	1	3	5471840	1	65	57.0	3	98.62	0.37	OK	species_match	GCA_041840975
GCA_041857335.1	GCF_041857335.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5686818	5	5470676	1	5	5470676	1	252	57.0	5	98.51	1.51	OK	derived_species_match	GCA_041857335
GCA_041860495.1	GCF_041860495.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5544028	2	5447815	1	2	5447815	1	171	57.0	2	98.81	0.55	OK	species_match	GCA_041860495
GCA_041860415.1	GCF_041860415.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5797828	3	5442266	1	3	5442266	1	128	57.0	3	98.78	1.7	OK	derived_species_match	GCA_041860415
GCA_041765305.1	GCF_041765305.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5858045	5	5416588	1	5	5416588	1	244	57.0	5	98.67	1.38	OK	species_match	GCA_041765305
GCA_041765415.1	GCF_041765415.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5907519	7	5414952	1	7	5414952	1	270	56.5	7	98.32	0.67	OK	derived_species_match	GCA_041765415
GCA_041765295.1	GCF_041765295.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5958888	6	5414642	1	6	5414642	1	220	56.5	6	98.24	1.42	OK	derived_species_match	GCA_041765295
GCA_041765125.1	GCF_041765125.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5503818	2	5405676	1	2	5405676	1	166	57.0	2	98.53	1.08	OK	derived_species_match	GCA_041765125
GCA_041834325.1	GCF_041834325.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5560732	7	5393244	1	7	5393244	1	137	57.0	7	98.98	1.08	OK	derived_species_match	GCA_041834325
GCA_041860025.1	GCF_041860025.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5693459	4	5387724	1	4	5387724	1	269	57.0	4	99.07	0.92	OK	derived_species_match	GCA_041860025
GCA_041857125.1	GCF_041857125.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5586520	3	5385730	1	3	5385730	1	239	57.5	3	98.81	1.13	OK	derived_species_match	GCA_041857125
GCA_041860155.1	GCF_041860155.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5383757	1	5383757	1	1	5383757	1	268	57.5	1	98.49	0.86	OK	derived_species_match	GCA_041860155
GCA_041860175.1	GCF_041860175.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5380178	1	5380178	1	1	5380178	1	171	57.5	1	98.85	0.29	OK	derived_species_match	GCA_041860175
GCA_041765285.1	GCF_041765285.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5658958	6	5376150	1	6	5376150	1	96	57.0	6	98.42	0.62	OK	derived_species_match	GCA_041765285
GCA_041860305.1	GCF_041860305.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5561551	3	5375009	1	3	5375009	1	324	57.0	3	99.07	0.62	OK	species_match	GCA_041860305
GCA_041860485.1	GCF_041860485.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5621864	4	5374805	1	4	5374805	1	158	57.0	4	98.27	1.02	OK	derived_species_match	GCA_041860485
GCA_041765245.1	GCF_041765245.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5671655	5	5374377	1	5	5374377	1	343	57.0	5	98.07	0.62	OK	derived_species_match	GCA_041765245
GCA_041765315.1	GCF_041765315.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5633984	5	5368810	1	5	5368810	1	111	57.0	5	98.42	1.22	OK	species_match	GCA_041765315
GCA_041822865.1	GCF_041822865.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5636139	3	5361093	1	3	5361093	1	125	57.0	3	99.0	1.9	OK	derived_species_match	GCA_041822865
GCA_041860245.1	GCF_041860245.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5753464	2	5356615	1	2	5356615	1	301	56.5	2	97.5	0.82	OK	species_match	GCA_041860245
GCA_041765345.1	GCF_041765345.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5556400	2	5337720	1	2	5337720	1	117	57.0	2	99.03	1.25	OK	derived_species_match	GCA_041765345
GCA_041810345.1	GCF_041810345.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5646362	5	5336499	1	5	5336499	1	555	57.0	5	98.61	1.14	OK	derived_species_match	GCA_041810345
GCA_041860205.1	GCF_041860205.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5334129	1	5334129	1	1	5334129	1	103	57.5	1	98.22	0.7	OK	species_match	GCA_041860205
GCA_041856265.1	GCF_041856265.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5473258	2	5331064	1	2	5331064	1	186	57.0	2	98.29	0.8	OK	derived_species_match	GCA_041856265
GCA_041831655.1	GCF_041831655.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5585361	4	5330791	1	4	5330791	1	240	57.0	4	98.61	0.55	OK	derived_species_match	GCA_041831655
GCA_041860515.1	GCF_041860515.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5467147	2	5327342	1	2	5327342	1	275	57.0	2	99.07	0.55	OK	derived_species_match	GCA_041860515
GCA_041765185.1	GCF_041765185.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5626740	4	5325600	1	4	5325600	1	789	57.0	4	98.7	0.5	OK	derived_species_match	GCA_041765185
GCA_041765275.1	GCF_041765275.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5574210	5	5324568	1	5	5324568	1	187	57.0	5	98.03	1.02	OK	derived_species_match	GCA_041765275
GCA_041860395.1	GCF_041860395.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5626545	3	5322844	1	3	5322844	1	105	57.5	3	98.39	1.31	OK	derived_species_match	GCA_041860395
GCA_041753675.1	GCF_041753675.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5322010	1	5322010	1	1	5322010	1	255	57.5	1	99.07	0.26	OK	derived_species_match	GCA_041753675
GCA_041765145.1	GCF_041765145.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5635355	3	5319740	1	3	5319740	1	136	57.0	3	98.97	1.19	OK	derived_species_match	GCA_041765145
GCA_041753665.1	GCF_041753665.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5315962	1	5315962	1	1	5315962	1	166	57.5	1	98.94	0.22	OK	derived_species_match	GCA_041753665
GCA_041753705.1	GCF_041753705.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5314985	1	5314985	1	1	5314985	1	145	57.5	1	99.03	0.27	OK	derived_species_match	GCA_041753705
GCA_041765395.1	GCF_041765395.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5527301	5	5308943	1	5	5308943	1	311	57.0	5	98.34	0.82	OK	derived_species_match	GCA_041765395
GCA_041850165.1	GCF_041850165.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5516374	4	5308023	1	4	5308023	1	111	57.0	4	98.28	0.67	OK	derived_species_match	GCA_041850165
GCA_041860285.1	GCF_041860285.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Flye v. v2.9-b1768; Unicycler v. v0.5.0		from large multi-isolate project	5518078	2	5305663	1	2	5305663	1	351	57.0	2	98.37	1.58	OK	derived_species_match	GCA_041860285
