reference,strain,SampleAcc,LaneAcc,SupplierName,StudyAccession,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,SUPPLIER_SAMPLE_NAME,DATE,Strain,main_ST,neonate,major_wards
this study,42092_2#1,ERS7984882,ERR12058951,CNS1CM,ERP126322,Klebsiella pneumoniae,strong,70,350102,650207,5612015,yes (363),ambiguous_bases,ST29,1,1,6,9,ybt 13; ICEKp2,303-2LV,-,0,-,0,-,0,-,0,-,wzi19,KL19,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1^,-,-,-,-,-,CatB4.v1,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-187,-,-,-,-,-,OXA-1?-0%,ST29,2,3,2,2,6,4,4,6,4,20,61,1,253,299*,2*,76,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CNS1CM,2020,NA,ST29,y,PICU/HDU
this study,42092_2#200,ERS7985030,ERR12059150,B14764,ERP126322,Klebsiella pneumoniae,strong,68,433893,612206,5701529,yes (1013),ambiguous_bases,ST107,1,1,7,8,ybt 10; ICEKp4,89-3LV,-,0,-,0,-,0,-,0,-,wzi235,KL10,aac(3)-IId^,-,-,-,-,mphA,catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST107,2,1,2,17,27,1,39,3,12,4*,3,3,35*,101*,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B14764,2006,NA,other,n,unknown
this study,42092_2#202,ERS7985031,ERR12059152,D39680,ERP126322,Klebsiella pneumoniae,strong,76,324655,929630,5505311,yes (466),ambiguous_bases,ST2280,0,0,6,9,-,0,-,0,-,0,-,0,-,0,-,wzi202,KL127 (KL155),aac(3)-IIa.v1;strA.v1;strB.v1,-,-,-,-,mphA,catA1*,-,sul2,-,-,dfrA5,SCO-1;TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,SHV-12?-0%,ST2280,2,1,2,1,10,4,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D39680,2006,NA,other,n,unknown
this study,42092_2#204,ERS7985032,ERR12059154,A44746,ERP126322,Klebsiella pneumoniae,strong,36,486273,1886616,5393553,yes (85),ambiguous_bases,ST231,1,1,8,11,ybt 13; ICEKp2,464-1LV,-,0,-,0,-,0,-,0,-,wzi104,KL51,aac(3)-IId^;aac(6')-Ib'.v1;aadA*;strA.v1*;strB.v1*,-,-,-,-,-,catII.2*,-,sul2*,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83I;ParC-80I,OXA-9.v1*-42%,SHV-12?-0%,ST231,2,6,1,3,26,1,77,6,4,131,61,1,126,395,2,4,4,2*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A44746,2007,NA,other,n,unknown
this study,42092_2#205,ERS7984994,ERR12059155,A3623,ERP126322,Klebsiella pneumoniae,strong,308,338973,482644,5823510,yes (2694),ambiguous_bases,ST86,4,0,4,6,ybt 9; ICEKp3,202-1LV,-,0,iuc 1,1,iro 1,1,rmp 1; KpVP-1,26,rmpA2_9*-48%,wzi2,KL2 (KL30),strA.v1;strB.v1,-,-,-,-,-,catA1*,-,sul1;sul2,-,-,dfrA5,-,-,-,-,-,SHV-1^,-,-,-,-,-,SHV-28.v2?-0%,ST86,9,4,2,1,1,1,27,5,19,26,5,1,79,53,9,5,5,21*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,2,2,2,-,A3623,1999,NA,ST86,n,unknown
this study,42092_2#206,ERS7985033,ERR12059156,D40648,ERP126322,Klebsiella pneumoniae,strong,71,215335,550295,5250848,no,-,ST2136,0,0,3,3,-,0,-,0,-,0,-,0,-,0,-,-,-,aph(6)-Id.v2?,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2,-,-,-,-,-,SHV-110^,156D;35Q,-,-,-,-,strA.v1*?-66%,ST2136,2,2,1,4,1,4,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40648,2007,NA,other,n,unknown
this study,42092_2#208,ERS7985034,ERR12059158,A44859,ERP126322,Klebsiella pneumoniae,strong,34,803754,1493627,5496335,yes (647),ambiguous_bases,ST17,1,1,8,13,ybt 15; ICEKp11,68-1LV,-,0,-,0,-,0,-,0,-,wzi141,KL25,aac(3)-IId^;strA.v1^;strB.v1,-,-,qnrS1,-,-,catII.2*,-,sul1;sul2,tet(A).v1;tet(D),-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,75,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A44859,2007,NA,ST17,n,unknown
this study,42092_2#209,ERS7985125,ERR12059159,D50460,ERP126322,Klebsiella pneumoniae,strong,46,418631,1769784,5707729,yes (1176),ambiguous_bases,ST429,0,1,8,18,-,0,-,0,-,0,-,0,-,0,-,wzi187,KL27,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,CatB4.v1;catII.2*,-,sul1;sul2,tet(B).v2*,-,dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,fosA7*-15%,-,ST429,2,1,2,1,9,1,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D50460,2009,NA,other,n,unknown
this study,42092_2#20,ERS7985261,ERR12058970,BHA71W,ERP126322,Klebsiella pneumoniae,strong,40,384395,758878,5594491,yes (756),ambiguous_bases,ST86,4,1,5,5,ybt 9; ICEKp3 (truncated),202-1LV,-,0,iuc 1,1,iro 1,1,rmp 1; KpVP-1,26,-,wzi2,KL2 (KL30),aac(3)-IId^,-,-,-,-,-,-,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST86,9,4,2,1,1,1,27,5,19,26,5,1,79*-85%,53,9,5,5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,2,2,2,-,BHA71W,2014,NA,ST86,n,unknown
this study,42092_2#210,ERS7985308,ERR12059160,1010258,ERP126322,Klebsiella pneumoniae,strong,71,346595,740163,5523062,yes (504),ambiguous_bases,ST560-1LV,0,1,7,10,-,0,-,0,-,0,-,0,-,0,-,-,-,aac(3)-IId^;aadA2;aadA^,-,-,-,-,-,catII.2*;cmlA1*,-,sul1;sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,PmrB-88%,-,-,-,ST560-1LV,2,3,1,1,21,4*,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010258,2011,NA,other,n,unknown
this study,42092_2#211,ERS7985124,ERR12059161,D50186,ERP126322,Klebsiella pneumoniae,strong,50,636260,870336,5515650,yes (334),ambiguous_bases,ST101,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST101,2,6,1,5,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D50186,2009,NA,ST101,y,unknown
this study,42092_2#212,ERS7985161,ERR12059162,1010273,ERP126322,Klebsiella pneumoniae,strong,23,801433,1145478,5231139,yes (699),ambiguous_bases,ST17,0,0,5,6,-,0,-,0,-,0,-,0,-,0,-,wzi368,KL134,strA.v1^,-,-,-,-,-,-,-,sul1?;sul2*,tet(A).v1,-,dfrA7,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,aph(6)-Id.v2*?-83%,-,ST17,2,1,1,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010273,2011,NA,ST17,n,unknown
this study,42092_2#213,ERS7985126,ERR12059163,17896,ERP126322,Klebsiella pneumoniae,strong,29,839924,1490882,5530599,yes (858),ambiguous_bases,ST17,1,1,8,13,ybt 15; ICEKp11,68-1LV,-,0,-,0,-,0,-,0,-,wzi141,KL25,aac(3)-IId^;strA.v1^;strB.v1,-,-,qnrS1,-,-,catII.2*,-,sul1;sul2,tet(A).v1;tet(D),-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,75,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17896,2009,NA,ST17,n,unknown
this study,42092_2#214,ERS7985162,ERR12059164,1011003,ERP126322,Klebsiella pneumoniae,strong,33,442333,741962,5406006,yes (66),ambiguous_bases,ST25,3,0,0,0,-,0,-,0,iuc 1,1,iro 1,1-1LV,rmp 1; KpVP-1,26,rmpA2_8-60%,wzi72,KL2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST25,2,1,1,1,10,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1*,2,2,2,-,1011003,2011,NA,ST25,n,unknown
this study,42092_2#215,ERS7985127,ERR12059165,17880,ERP126322,Klebsiella pneumoniae,strong,35,474375,1063033,5496062,yes (1641),ambiguous_bases,ST14,0,0,4,6,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),strA.v1^;strB.v1,-,-,-,-,-,-,-,sul1;sul2,tet(D),-,dfrA7,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17880,2009,NA,ST14,n,unknown
this study,42092_2#216,ERS7985163,ERR12059166,1010211,ERP126322,Klebsiella pneumoniae,strong,53,220504,455720,5508442,yes (758),ambiguous_bases,ST3542-1LV,0,0,3,5,-,0,-,0,-,0,-,0,-,0,-,-,-,aadA2;strB.v1,-,-,-,-,-,-,-,sul1;sul2,-,-,dfrA14.v2,-,-,-,-,-,SHV-40*,35Q,-,-,-,-,strA.v1*?-66%,ST3542-1LV,2,3,11,1*,7,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010211,2011,NA,other,n,unknown
this study,42092_2#217,ERS7985128,ERR12059167,D49658,ERP126322,Klebsiella pneumoniae,strong,109,188747,361743,5540983,yes (1025),ambiguous_bases,ST34,0,1,9,17,-,0,-,0,-,0,-,0,-,0,-,wzi394,KL153,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,CatB4.v1;catII.2*,-,sul1;sul2,tet(B).v2*,-,dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,-,-,ant(3'')-IIa*?-11%,-,ST34,2,3,6,1,9,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D49658,2008,NA,other,u,unknown
this study,42092_2#218,ERS7985164,ERR12059168,1010552,ERP126322,Klebsiella pneumoniae,strong,102,368435,1104975,5714281,yes (1128),ambiguous_bases,ST37,0,1,9,23,-,0,-,0,-,0,-,0,-,0,-,wzi96,KL38,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,qnrS1,-,-,catII.2*;cmlA5,arr-2,sul1;sul2,tet(A).v1^;tet(D),-,dfrA14.v2*;dfrA30*;dfrA7,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST37,2,9,2,1,13,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010552,2011,NA,ST37,n,unknown
this study,42092_2#219,ERS7985130,ERR12059169,D49578,ERP126322,Klebsiella pneumoniae,strong,33,504056,1065967,5550825,yes (1332),ambiguous_bases,ST14,0,1,6,7,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IId^;strB.v1,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,strA.v1*?-46%;strA.v1?-0%,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D49578,2008,NA,ST14,n,unknown
this study,42092_2#21,ERS7985078,ERR12058971,C17142,ERP126322,Klebsiella pneumoniae,strong,45,356068,676518,5330095,yes (99),ambiguous_bases,ST36,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST36,2,1,2,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C17142,2007,NA,ST36,n,unknown
this study,42092_2#220,ERS7985165,ERR12059170,1011564,ERP126322,Klebsiella pneumoniae,strong,60,347751,757852,5809838,yes (831),ambiguous_bases,ST101,1,1,8,16,ybt 9; ICEKp3 (truncated),172-2LV,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA1.v1^;strA.v1*;strB.v1*,-,-,-,-,-,CatB4.v1;catII.2*,-,sul1;sul2,tet(D),-,dfrA1.v2;dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83Y;GyrA-87A;ParC-80I,-,aac(6')-Ib-Hangzhou*?-0%;aadA23*?-0%,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25*-71%,78,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1011564,2011,NA,ST101,n,unknown
this study,42092_2#221,ERS7985129,ERR12059171,D49584,ERP126322,Klebsiella pneumoniae,strong,53,393663,768154,5552004,yes (249),ambiguous_bases,ST278,0,0,5,7,-,0,-,0,-,0,-,0,-,0,-,wzi123,KL136,strA.v1;strB.v1,-,-,-,-,-,-,-,sul1;sul2,tet(D),-,dfrA5,TEM-1D.v1^,-,-,-,-,SHV-27,156D,-,-,-,-,-,ST278,4,1,1,1,12,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D49584,2008,NA,other,n,unknown
this study,42092_2#222,ERS7985167,ERR12059172,1012719,ERP126322,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,69,160101,740776,5329811,yes (272),ambiguous_bases,ST1308,0,0,4,4,-,0,-,0,-,0,-,0,-,0,-,-,-,aadA1.v1^,-,-,-,-,-,-,-,sul1,tet(A).v1,-,dfrA1.v2,-,-,-,-,-,OKP-B-6^,-,-,-,-,-,-,ST1308,48,22,18,59,92,13,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1012719,2011,NA,other,n,unknown
this study,42092_2#223,ERS7985131,ERR12059173,A7845,ERP126322,Klebsiella pneumoniae,strong,89,368797,582784,5785223,yes (1494),ambiguous_bases,ST39,1,1,7,10,ybt 14; ICEKp5,327-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IId^;aadA2^,-,-,-,-,-,catII.2*,-,sul1;sul2,tet(D),-,dfrA12;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST39,2,1,2,4,9,1,14,4,4,31,4,1,114,25,2,4*,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A7845,NA,NA,ST39,n,unknown
this study,42092_2#224,ERS7985166,ERR12059174,1012828,ERP126322,Klebsiella pneumoniae,strong,98,374320,1109811,5714788,yes (1145),ambiguous_bases,ST37,0,1,9,23,-,0,-,0,-,0,-,0,-,0,-,wzi96,KL38,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,qnrS1,-,-,catII.2*;cmlA5,arr-2,sul1;sul2,tet(A).v1^;tet(D),-,dfrA14.v2*;dfrA30*;dfrA7,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST37,2,9,2,1,13,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1012828,2011,NA,ST37,n,unknown
this study,42092_2#226,ERS7985035,ERR12059176,D40419,ERP126322,Klebsiella pneumoniae,strong,52,331188,522259,5586000,yes (1688),ambiguous_bases,ST39,0,0,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi452,KL149,aac(3)-IIa.v1;aadA2^,-,-,-,-,mphA,catII.2*,-,sul1;sul2,tet(A).v1,-,dfrA12,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40419,2006,NA,ST39,n,unknown
this study,42092_2#227,ERS7984996,ERR12059177,12792,ERP126322,Klebsiella pneumoniae,strong,82,325499,1139899,5991158,yes (1828),ambiguous_bases,ST14,3,0,5,9,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi2,KL2 (KL30),aac(3)-IIa.v1;aadA*;sat-2;strA.v1;strB.v1*,-,-,-,-,-,catA1^,-,sul2,-,-,dfrA1.v1,TEM-1D.v1^,-,-,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1*,1,1,-,-,-,-,-,-,-,-,12792,1999,NA,ST14,n,unknown
this study,42092_2#228,ERS7985036,ERR12059178,D40382,ERP126322,Klebsiella pneumoniae,strong,47,468421,1137550,5368927,yes (351),ambiguous_bases,ST1411,0,0,5,6,-,0,-,0,-,0,-,0,-,0,-,wzi46,KL61 (KL13),strA.v1;strB.v1,-,-,-,-,-,catA1*,-,sul2,tet(D),-,dfrA5,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST1411,2,1,20,2,1,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40382,2006,NA,other,n,unknown
this study,42092_2#230,ERS7985037,ERR12059180,D40204,ERP126322,Klebsiella pneumoniae,strong,49,331383,522249,5601576,yes (1379),ambiguous_bases,ST39,0,0,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi452,KL149,aac(3)-IIa.v1;aadA2^,-,-,-,-,mphA,catII.2*,-,sul1;sul2,tet(A).v1,-,dfrA12,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40204,2006,NA,ST39,n,unknown
this study,42092_2#231,ERS7984998,ERR12059181,B879,ERP126322,Klebsiella pneumoniae,strong,93,286551,605035,5652086,yes (2640),ambiguous_bases,ST86,4,0,4,6,ybt 9; ICEKp3,202-1LV,-,0,iuc 1,1,iro 1,1,rmp 1; KpVP-1,26,-,wzi2,KL2 (KL30),strA.v1;strB.v1?,-,-,-,-,-,catA1*,-,sul1;sul2,-,-,dfrA5,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST86,9,4,2,1,1,1,27,5,19,26,5,1,79,53,9,5,5,21*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,2,2,2,rmpA_40*-48%,B879,1999,NA,ST86,n,unknown
this study,42092_2#232,ERS7985038,ERR12059182,A44041,ERP126322,Klebsiella pneumoniae,strong,64,136652,497417,5360219,yes (332),ambiguous_bases,ST5383,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi38,KL38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST5383,244,3,1,1,10,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A44041,2006,NA,other,u,unknown
this study,42092_2#234,ERS7985039,ERR12059184,D40339,ERP126322,Klebsiella pneumoniae,strong,25,386493,1083987,5479056,yes (956),ambiguous_bases,ST111,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi73,KL104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST111,2,1,5,1,17,4,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40339,2006,NA,other,y,unknown
this study,42092_2#235,ERS7985000,ERR12059185,D2809,ERP126322,Klebsiella pneumoniae,strong,124,202332,819050,5996717,yes (1565),ambiguous_bases,ST70,0,0,4,6,-,0,-,0,-,0,-,0,-,0,-,wzi50,"KL15 (KL17,KL51,KL52)",aac(3)-IIa.v1;strA.v1;strB.v1*,-,-,-,-,-,catA1*,-,sul2,-,-,-,TEM-1D.v1^,-,-,-,-,SHV-32,156D,-,-,-,-,-,ST70,2,6,17,1,20,10,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D2809,NA,NA,other,n,unknown
this study,42092_2#236,ERS7985040,ERR12059186,C15323,ERP126322,Klebsiella pneumoniae,strong,33,359898,1072596,5479745,yes (1211),ambiguous_bases,ST111,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi73,KL104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST111,2,1,5,1,17,4,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C15323,2006,NA,other,y,unknown
this study,42092_2#237,ERS7985001,ERR12059187,D2794,ERP126322,Klebsiella pneumoniae,strong,212,195157,733638,9032678,yes (9157),"total_size,ambiguous_bases",ST48,1,0,8,8,ybt 10; ICEKp4,386-1LV,-,0,-,0,-,0,-,0,-,wzi62,KL62,strA.v1*,-,-,-,vanSF*?,mphA,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,aph(6)-Id.v2*?-89%,vanRF*;vanYF*?,ST48,2,5,2,2,7,1,10,16,12,4,3,3,35,50*,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D2794,NA,NA,ST48,n,unknown
this study,42092_2#238,ERS7985041,ERR12059188,D40998,ERP126322,Klebsiella variicola subsp. variicola,strong,31,717836,1464637,5507023,yes (361),ambiguous_bases,ST596,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi522,KL?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LEN-16^,-,-,-,-,-,-,ST596,16,24,21,27,41,22,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40998,2017,NA,other,u,unknown
this study,42092_2#239,ERS7985002,ERR12059189,8976,ERP126322,Klebsiella pneumoniae,strong,337,377290,1444462,5785111,yes (1225),ambiguous_bases,ST17,3,0,7,11,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi82,"KL23 (KL18, KL38)",aac(3)-IIa.v1;strA.v1^;strA.v1^;strB.v1;strB.v1,-,-,-,-,mphA,catII.2*,-,sul2*,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,sul2?-0%,-,ST17,2,1,1,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1*,1,1,-,-,-,-,-,-,-,-,8976,1998,NA,ST17,n,unknown
