study_accession	tag	n_samples	paper	paper_title	study_type	study_type_excluded	study_setting	amr_study	country_base	country_filled	collection_date_base	collection_date_filled	isolation_source_base	isolation_source_filled	host_base	host_filled
PRJNA761884	tail25_49	35	https://pmc.ncbi.nlm.nih.gov/articles/PMC8894482/	Role of mobile genetic elements in the global dissemination of the carbapenem resistance gene bla<sub>NDM</sub>.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA762203	sub10	1	https://pubmed.ncbi.nlm.nih.gov/34726753/	In vivo evolution of carbapenem resistance in hypervirulent Klebsiella pneumoniae in a patient undergoing long-term treatment.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA762527	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC8896207/	Emergence of colistin-resistant hypervirulent <i>Klebsiella pneumoniae</i> (CoR-HvKp) in China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA762607	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC9487465/	Pharmacodynamics of Piperacillin-Tazobactam/Amikacin Combination versus Meropenem against Extended-Spectrum β-Lactamase-Producing Escherichia coli in a Hollow Fiber Infection Model.	other	False	hospital	mixed	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA763348	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA765801	train	219	https://pmc.ncbi.nlm.nih.gov/articles/PMC12569050/	Plasmid dynamics driving carbapenemase gene dissemination in healthcare environments: a nationwide analysis of closed Enterobacterales genomes.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA767190	tail25_49	28	https://pmc.ncbi.nlm.nih.gov/articles/PMC8597650/	Comparison of sCIM and Other Phenotypic Detection Methods for Carbapenemase-Producing <i>Enterobacterales</i>.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA767944	train	173	https://pmc.ncbi.nlm.nih.gov/articles/PMC9241541/	Sequence-Based Genomic Analysis Reveals Transmission of Antibiotic Resistance and Virulence among Carbapenemase-Producing Klebsiella pneumoniae Strains.	observational	False	hospital	amr	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
PRJNA768294	tail25_49	36	https://pmc.ncbi.nlm.nih.gov/articles/PMC9104693/	A curated collection of <i>Klebsiella</i> metabolic models reveals variable substrate usage and gene essentiality.	observational	False	mixed	surveillance	0.9166666666666666	0.9166666666666666	0.8333333333333334	0.8333333333333334	0.6388888888888888	0.6388888888888888	1.0	1.0
PRJNA768347	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC9121779/	Submarine Outfalls of Treated Wastewater Effluents are Sources of Extensively- and Multidrug-Resistant KPC- and OXA-48-Producing <i>Enterobacteriaceae</i> in Coastal Marine Environment.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA768622	train	833	https://pmc.ncbi.nlm.nih.gov/articles/PMC11369815/	Genomic epidemiology and longitudinal sampling of ward wastewater environments and patients reveals complexity of the transmission dynamics of <i>bla</i> <sub>KPC</sub>-carbapenemase-producing Enterobacterales in a hospital setting.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA769451	tail50_99	56	https://pmc.ncbi.nlm.nih.gov/articles/PMC8718808/	Clonal Dissemination of Clinical Carbapenem-Resistant <i>Klebsiella pneumoniae</i> Isolates Carrying <i>fosA3</i> and <i>bla</i> <sub><i>KPC</i>-2</sub> Coharboring Plasmids in Shandong, China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA770840	tail25_49	31	https://pmc.ncbi.nlm.nih.gov/articles/PMC9798552/	Identification of highly variable sequence fragments in unmapped reads for rapid bacterial genotyping.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA770882	sub10	2			observational	False	hospital		1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0
PRJNA770945	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC9022032/	Heteroresistance Is Associated With <i>in vitro</i> Regrowth During Colistin Treatment in Carbapenem-Resistant <i>Klebsiella pneumoniae</i>.	experimental_evolution	True	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA772899	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC10174314/	Plasmid-mediated colistin resistance among human clinical <i>Enterobacterales</i> isolates: national surveillance in the Czech Republic.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA773853	sub10	1			observational	False	hospital	amr	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA774102	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC8868282/	Massive Spread of OXA-48 Carbapenemase-Producing Enterobacteriaceae in the Environment of a Swiss Companion Animal Clinic.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA774259	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA774508	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC9179660/	Phenotypic and Genetic Characterization of <i>Klebsiella pneumoniae</i> Isolates from Wild Animals in Central Italy.	observational	False	community	surveillance	0.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.0	1.0
PRJNA775973	tail10_24	10	https://pubmed.ncbi.nlm.nih.gov/40499596/	Elucidating adaptive compensatory tigecycline resistance mechanisms of RamA, RarA and SoxS in Klebsiella pneumoniae.	experimental_evolution	True		amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA776301	sub10	5			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA776891	tail10_24	11			observational	False		amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA777034	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9041515/	Isolation and Characterization of Lytic Bacteriophages Targeting Diverse <i>Enterobacter</i> spp. Clinical Isolates.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA777127	tail10_24	11	https://pmc.ncbi.nlm.nih.gov/articles/PMC9987243/	Carbapenem-Resistant and ESBL-Producing Enterobacterales Emerging in Central Texas.	observational	False	mixed	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA777533	tail10_24	16	https://pmc.ncbi.nlm.nih.gov/articles/PMC9176267/	Contribution of the efflux pump AcrAB-TolC to the tolerance of chlorhexidine and other biocides in <i>Klebsiella</i> spp.	experimental_evolution	True			1.0	1.0	0.375	1.0	0.375	0.375	0.625	0.625
PRJNA777643	train	392	https://pmc.ncbi.nlm.nih.gov/articles/PMC10564454/	Bactabolize is a tool for high-throughput generation of bacterial strain-specific metabolic models.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA778230	test	331	https://pmc.ncbi.nlm.nih.gov/articles/PMC9603589/	Limited Transmission of Klebsiella pneumoniae among Humans, Animals, and the Environment in a Caribbean Island, Guadeloupe (French West Indies).	observational	False	mixed	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA778615	tail50_99	68	https://pmc.ncbi.nlm.nih.gov/articles/PMC9455706/	Whole-genome sequencing enhances existing pathogen and antimicrobial-resistance surveillance schemes within a neonatal unit.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA779558	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC10501869/	Polymyxin resistance caused by large-scale genomic inversion due to IS<i>26</i> intramolecular translocation in <i>Klebsiella pneumoniae</i>.	experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA780904	sub10	2	https://pubmed.ncbi.nlm.nih.gov/35984997/	Emergence of Urease-Negative <i>Klebsiella pneumoniae</i> ST340 Carrying an IncP6 Plasmid-Mediated <i>bla</i><sub>KPC-2</sub> Gene.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA781656	tail50_99	92	https://pmc.ncbi.nlm.nih.gov/articles/PMC9400251/	Epidemiology and genomic analysis of Klebsiella oxytoca from a single hospital network in Australia.	observational	False	mixed	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA784589	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC8971848/	Carbapenemase-Producing Extraintestinal Pathogenic <i>Escherichia coli</i> From Argentina: Clonal Diversity and Predominance of Hyperepidemic Clones CC10 and CC131.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA785542	sub10	1	https://pubmed.ncbi.nlm.nih.gov/40112546/	Spread of antimicrobial-resistant clones of the ESKAPEE group: From the clinical setting to hospital effluent.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA78565	sub10	1			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
PRJNA78567	sub10	1			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA786472	sub10	1	https://pubmed.ncbi.nlm.nih.gov/34775131/	Differences in antimicrobial susceptibility testing complicating management of IMP carbapenemase-producing Enterobacterales infection.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA786742	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC8925887/	Multicenter Evaluation of the Acuitas AMR Gene Panel for Detection of an Extended Panel of Antimicrobial Resistance Genes among Bacterial Isolates.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.7142857142857143	1.0
PRJNA787062	train	192	https://pmc.ncbi.nlm.nih.gov/articles/PMC9380574/	Genomic Epidemiology of Carbapenemase-Producing and Colistin-Resistant <i>Enterobacteriaceae</i> among Sepsis Patients in Ethiopia: a Whole-Genome Analysis.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA787392	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA787449	sub10	4			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA787923	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA788123	sub10	2			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA788733	tail100	1488	https://pmc.ncbi.nlm.nih.gov/articles/PMC11925198/	Plasmid conjugation drives within-patient plasmid diversity.	observational	False	hospital	amr	1.0	1.0	0.9778225806451613	0.9778225806451613	0.0	0.0	1.0	1.0
PRJNA789336	train	258			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA789565	train	330	https://pmc.ncbi.nlm.nih.gov/articles/PMC9343666/	Combined comparative genomics and clinical modeling reveals plasmid-encoded genes are independently associated with Klebsiella infection.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA790644	tail25_49	25			observational	False		surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA790720	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC12137328/	Diversity of mobile genetic elements in carbapenem-resistant Enterobacterales isolated from the intensive care units of a tertiary care hospital in Northeast India.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791169	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC9769677/	Evolution of Virulence, Fitness, and Carbapenem Resistance Transmission in ST23 Hypervirulent Klebsiella pneumoniae with the Capsular Polysaccharide Synthesis Gene <i>wcaJ</i> Inserted via Insertion Sequence Elements.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791700	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791929	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791930	tail10_24	10	https://pmc.ncbi.nlm.nih.gov/articles/PMC9241548/	In-Human Multiyear Evolution of Carbapenem-Resistant Klebsiella pneumoniae Causing Chronic Colonization and Intermittent Urinary Tract Infections: A Case Study.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791933	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791937	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791940	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791951	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791957	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA791958	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA792094	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA792103	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA792129	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA792139	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA792142	sub10	1			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA793126	sub10	1			observational	False		amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA793783	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC9241947/	Spread of the <i>bla</i><sub>OXA-48</sub>/IncL Plasmid within and between Dogs in City Parks, France.	observational	False	community	amr	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA793828	sub10	9	https://pubmed.ncbi.nlm.nih.gov/35983589/	Enterobacterales high-risk clones and plasmids spreading blaESBL/AmpC and blaOXA-48 genes within and between hospitalized dogs and their environment.	observational	False	community	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA793885	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC10754042/	Synthetic Biology Toolbox for Nitrogen-Fixing Soil Microbes.	experimental_evolution	True	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA795199	tail10_24	22			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.8636363636363636	0.8636363636363636
PRJNA795853	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA796567	tail50_99	58	https://doi.org/10.1128/aac.00030-23	Genomic Epidemiology of Carbapenem-Resistant Klebsiella in Qatar: Emergence and Dissemination of Hypervirulent Klebsiella pneumoniae Sequence Type 383 Strains	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA796569	tail25_49	32	https://pmc.ncbi.nlm.nih.gov/articles/PMC11849422/	Genomic Characterization and Antimicrobial Resistance of ESBL-Producing, <i>Escherichia coli</i> Isolates in Suzhou, China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA797179	tail100	391	https://pubmed.ncbi.nlm.nih.gov/36056896/	Clinical Implementation of Routine Whole-genome Sequencing for Hospital Infection Control of Multi-drug Resistant Pathogens.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA797874	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC9602566/	Comparative Analysis of Clinical and Genomic Characteristics of Hypervirulent Klebsiella pneumoniae from Hospital and Community Settings: Experience from a Tertiary Healthcare Center in India.	observational	False	mixed	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA799011	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC10189387/	Survey of clinical and commensal Escherichia coli from commercial broilers and turkeys, with emphasis on high-risk clones using APECTyper.	observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA799063	tail50_99	59			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA799444	tail10_24	11	https://pmc.ncbi.nlm.nih.gov/articles/PMC9239081/	An Outbreak of ST859-K19 Carbapenem-Resistant Hypervirulent Klebsiella pneumoniae in a Chinese Teaching Hospital.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA799652	tail25_49	30	https://pubmed.ncbi.nlm.nih.gov/38908534/	Rapid inference of antibiotic resistance and susceptibility for Klebsiella pneumoniae by clinical shotgun metagenomic sequencing.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA800400	tail10_24	16	https://pubmed.ncbi.nlm.nih.gov/35124031/	Genomically diverse carbapenem resistant Enterobacteriaceae from wild birds provide insight into global patterns of spatiotemporal dissemination.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA800729	tail10_24	14			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.35714285714285715	1.0
PRJNA801117	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9723661/	Single-cell Raman-activated sorting and cultivation (scRACS-Culture) for assessing and mining in situ phosphate-solubilizing microbes from nature.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA801425	tail10_24	19	https://pmc.ncbi.nlm.nih.gov/articles/PMC9328930/	Dominant Carbapenemase-Encoding Plasmids in Clinical Enterobacterales Isolates and Hypervirulent Klebsiella pneumoniae, Singapore.	observational	False	hospital	amr	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA801490	sub10	8			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA802088	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC10433805/	Multiplicity of <i>bla</i><sub>KPC</sub> Genes and pKpQIL Plasmid Plasticity in the Development of Ceftazidime-Avibactam and Meropenem Coresistance in Klebsiella pneumoniae Sequence Type 307.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA803341	sub10	1			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA803387	tail50_99	50	https://pmc.ncbi.nlm.nih.gov/articles/PMC10741383/	Antimicrobial resistance level and conjugation permissiveness shape plasmid distribution in clinical enterobacteria.	experimental_evolution	True	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA803478	tail10_24	14	https://pmc.ncbi.nlm.nih.gov/articles/PMC10210951/	Evolutionary investigations of the biosynthetic diversity in the skin microbiome using <i>lsa</i>BGC.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA804332	train	138	https://pmc.ncbi.nlm.nih.gov/articles/PMC9452910/	Genomic transmission analysis of multidrug-resistant Gram-negative bacteria within a newborn unit of a Kenyan tertiary hospital: A four-month prospective colonization study.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA805266	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9396611/	Harmonisation of in-silico next-generation sequencing based methods for diagnostics and surveillance.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA807502	sub10	1			observational	False	mixed	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA807804	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9202383/	Draft Genome Sequence for Klebsiella michiganensis B199A, Originally Identified as Enterobacter aerogenes.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA809128	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA809422	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC9197264/	Changes in Higher-Order Chromosomal Structure of <i>Klebsiella pneumoniae</i> Under Simulated Microgravity.	experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA810752	test	217			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA811351	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA811370	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA812595	sub10	8			observational	False			0.875	0.875	0.875	0.875	0.75	0.75	0.875	0.875
PRJNA813961	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC10464262/	Dissemination of the high-risk cloneST147 carbapenem-resistant klebsiella pneumoniae from a local tertiary care hospital in the Republic of Korea.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA814816	tail25_49	32	https://pubmed.ncbi.nlm.nih.gov/35797348/	PCR-based ORF typing of Klebsiella pneumoniae for rapid identification of global clones and transmission events.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.25	0.25	0.9375	0.9375
PRJNA814829	tail100	105	https://pmc.ncbi.nlm.nih.gov/articles/PMC9386987/	Molecular characterization of multidrug-resistant ESKAPEE pathogens from clinical samples in Chonburi, Thailand (2017-2018).	observational	False	mixed	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA816413	tail25_49	29	https://pmc.ncbi.nlm.nih.gov/articles/PMC9027467/	Genetic Characterization of Carbapenem-Resistant <i>Klebsiella</i> spp. from Municipal and Slaughterhouse Wastewater.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA817042	tail10_24	13			observational	False	hospital		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA818087	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC9602619/	Microevolution of CG23-I Hypervirulent Klebsiella pneumoniae during Recurrent Infections in a Single Patient.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA818256	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9485146/	Clinically relevant pathogens on surfaces display differences in survival and transcriptomic response in relation to probiotic and traditional cleaning strategies.	other	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA818522	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA819549	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
